2370.0,[]
2371.0,"['11597', '226', '8525', '11617', '356', '1575', '467', '468', '31043', '9919']"
2372.0,"['11757', '22319']"
2374.0,"['21995', '6707', '4898', '6045']"
2375.0,"['4437', '11757', '6702', '2472', '5114', '16498', '6547', '4752', '13667', '459']"
2376.0,"['16742', '1535', '10162', '5114', '4181', '4224', '11771', '2001', '1210', '16498']"
2377.0,"['4752', '14289', '14227']"
2378.0,"['19369', '2001', '5114']"
2379.0,"['136', '138', '460', '464', '164', '137', '3848', '463', '2107', '431']"
2380.0,"['934', '23333', '11111', '10620', '3092', '16498', '18507', '6707', '9919', '149']"
2381.0,"['226', '19815', '22319', '22535', '27899', '10620', '6880', '4214', '16498']"
2382.0,"['17247', '14813', '10110', '18277', '15315', '21085', '21881', '9936', '6702', '4654']"
2384.0,"['4898', '11111', '7724']"
2385.0,"['20507', '552', '1818', '1526', '1564', '18679', '28223', '889', '10793', '527']"
2386.0,"['8841', '355', '3588', '11759', '3457', '20507', '356', '9936', '5277', '15809']"
2387.0,"['14289', '853', '6045', '226', '3470', '7054', '3457', '4752', '2167', '9989']"
2388.0,"['899', '121', '1818', '1535']"
2389.0,"['20853', '31043', '28999', '30276', '27899', '164', '13601', '30831', '2001', '19815']"
2391.0,[]
2392.0,"['30279', '18671', '4224', '12189', '18679', '11597', '12403', '14349', '13659', '18897']"
2394.0,"['3467', '3712', '8074', '9367', '469', '6023', '1722', '8861', '8841', '3464']"
2395.0,"['15225', '14749', '10080', '4224', '8769']"
2396.0,"['10719', '28927', '18677', '28907', '11111', '8841', '2993', '6347', '29803', '22319']"
2397.0,"['6880', '5114', '2001', '2025', '22729', '226', '9919', '1604', '3588', '6702']"
2398.0,['27899']
2399.0,"['223', '481']"
2400.0,"['2167', '13759', '6547', '2593', '9756', '227', '3782', '853', '11597', '10162']"
2401.0,"['7817', '2167', '4224', '853']"
2402.0,"['8514', '20']"
2403.0,"['1604', '3092', '226', '3588']"
2404.0,"['14813', '10793', '13759', '11757', '9253', '11843', '10620', '6547', '4224', '18153']"
2405.0,"['2759', '32', '2001', '1535', '6746', '121', '9253', '16498', '6880', '11111']"
2406.0,"['1575', '1535']"
2407.0,"['16894', '9919', '121']"
2408.0,"['896', '903', '899', '891']"
2409.0,"['6880', '22319', '30276', '22297', '22199', '14467', '11061', '13601', '269', '11741']"
2410.0,"['9919', '68', '15613', '21105', '269']"
2411.0,"['6045', '226', '8768', '4224', '9989', '1535', '9919', '6746', '28223', '853']"
2412.0,"['1887', '101', '120', '4224']"
2414.0,"['15451', '9181', '19221', '14813', '11617', '4224', '11111', '30276', '8841', '8525']"
2415.0,"['4898', '2236', '10620', '9919', '11771', '4081', '9656', '7054', '431', '199']"
2417.0,"['10087', '23283', '5681', '578', '22729', '9756', '205', '31964', '30276', '30']"
2418.0,"['11757', '1364', '28223', '4898', '16894', '22319', '1604']"
2419.0,"['2236', '9253', '1', '2001', '2759', '5114', '1689']"
2420.0,"['22199', '1535', '30240', '16498', '27899', '22319', '10620', '11757', '226', '11111']"
2422.0,"['2759', '71', '2605', '356', '846', '121', '9253', '430', '1195', '2236']"
2424.0,"['8246', '16894', '1367', '1505', '4447', '14735', '1506', '11061', '12859', '13667']"
2426.0,[]
2427.0,[]
2428.0,"['23199', '2251', '11111', '23289', '1535', '6862', '20507', '43', '17074', '14349']"
2429.0,"['877', '1535', '6547', '6746', '199']"
2430.0,[]
2431.0,"['5680', '5958', '8074', '3455']"
2432.0,"['25157', '1575', '10790', '18277', '9181', '10110', '12293', '8937', '10396', '6702']"
2433.0,"['355', '6347', '4224', '226']"
2434.0,"['1689', '14289', '14813', '23847', '13759', '11887', '23273', '7311']"
2435.0,[]
2436.0,['6347']
2438.0,"['9367', '23321', '6547', '269', '4214', '356', '27899', '121', '3588', '26243']"
2439.0,"['27899', '30276', '22199', '16498', '22319', '1575', '2904', '8074', '3588']"
2440.0,"['10863', '16001', '15689', '9253', '4382', '16742', '4472', '1887', '13759', '849']"
2441.0,"['22319', '27899', '20507', '2167', '15583', '15809', '28121', '10719', '8074', '9919']"
2443.0,"['7724', '1575', '6547']"
2444.0,"['6324', '27899', '13659', '8769', '9919', '8516', '11771', '9181', '14741', '2001']"
2445.0,"['20583', '22535', '28171', '24415', '1535', '6547', '14227', '30276', '14813', '18153']"
2446.0,"['934', '3588', '5060', '4898', '4896', '121']"
2447.0,['5958']
2448.0,"['23847', '13367', '2167', '10110', '11319', '1195', '21863', '14227', '19163', '25157']"
2449.0,[]
2450.0,"['2472', '2144', '442', '936', '226', '191', '192', '189', '3455', '223']"
2452.0,"['226', '205', '853', '16498', '31964', '6880', '223', '225', '2001', '245']"
2453.0,"['3588', '3457', '9919', '4898']"
2455.0,"['15315', '25157', '22297', '8769', '8841', '2001']"
2456.0,"['6547', '21561', '23273', '4654', '8937', '14513', '9756', '4181', '19815', '2001']"
2458.0,"['21667', '18153', '2236', '14741', '12403']"
2459.0,"['10620', '6547', '8525', '10110', '17895', '6347', '8407']"
2461.0,['11757']
2462.0,"['11887', '4224', '10495', '14741']"
2463.0,"['801', '90', '93', '227', '6', '3927']"
2466.0,"['14227', '9919', '59']"
2467.0,"['4654', '9041', '4224', '9513', '28171', '28677', '10719', '1195', '9982', '6347']"
2468.0,"['28907', '23755', '15451', '20785', '10793', '10620', '11757', '20787', '5114', '2904']"
2469.0,[]
2471.0,"['13659', '6347', '17777', '10110', '10790', '6547', '8525', '8841', '14741', '13759']"
2472.0,"['14967', '355', '11577', '1535', '226', '10087', '18897', '15583', '14075', '2904']"
2474.0,"['22319', '461', '12859', '904', '906', '903', '895', '901', '896', '1094']"
2475.0,['22319']
2476.0,"['15809', '11617', '3712', '11757', '8841', '4224', '15583', '9367']"
2477.0,"['16894', '6547', '16498', '7054', '853', '4224', '6746']"
2478.0,"['199', '523', '9656', '2890', '4224', '2034', '16498', '5630']"
2479.0,"['2034', '14227']"
2480.0,"['10397', '6201', '7088', '15451', '18897', '10080', '3455', '1222', '14199', '1840']"
2481.0,"['2904', '1535', '14467', '9919']"
2482.0,"['5530', '9656', '5081', '120', '1575', '2904', '853', '9969', '121', '356']"
2483.0,"['20583', '30503', '22319', '19815', '20507', '1575', '2472', '11061', '15809', '1604']"
2484.0,"['23289', '5081', '14289', '16918', '6746', '66']"
2485.0,"['10110', '7593', '15583', '8277', '8861', '10620', '9041', '4224']"
2486.0,"['1535', '2904', '889', '3927', '1519', '8074', '226', '3588', '11757', '225']"
2487.0,"['14345', '27899', '6702', '1575', '857', '10163', '4063', '6547', '356', '2904']"
2489.0,"['9756', '6547', '121', '4224', '1535', '43', '45', '14719', '2889', '2251']"
2490.0,"['9926', '11703', '11757', '23283', '22319', '11633', '20507', '16894', '9513', '11771']"
2491.0,"['11061', '22319', '10620', '22535', '16498', '11741', '5114', '269', '27899']"
2492.0,"['30276', '10620', '16498', '1535', '9919']"
2493.0,[]
2494.0,[]
2495.0,"['11757', '8841', '1575', '5958']"
2496.0,"['1519', '71', '2001', '32', '2025', '3784', '2581', '227', '1818']"
2497.0,"['31637', '9253', '22297', '28701', '28907', '20507', '27899', '28927', '20785', '6880']"
2498.0,"['22199', '11061', '9919', '6547', '25157', '22535', '22319', '5114', '23321', '22729']"
2500.0,"['2034', '14289']"
2501.0,"['185', '30', '121', '43']"
2502.0,"['903', '906', '902', '900', '898', '894', '985', '986', '317', '905']"
2503.0,"['5630', '7791', '1195', '237', '6347', '97', '14833', '120', '9989', '849']"
2504.0,"['81', '82', '2904', '80']"
2505.0,[]
2506.0,"['27775', '20507', '18897', '19815', '23289', '17895', '11111', '20785', '20787', '22535']"
2507.0,"['20031', '9756', '11757', '23847', '18671', '27775', '4224', '11597', '1575', '2904']"
2510.0,"['9253', '11741', '10620', '121', '22319', '1519', '10087', '205', '6702', '1']"
2514.0,"['3457', '5717', '10298', '853', '1535', '3470', '9919']"
2515.0,"['10719', '14749', '8516', '15225', '10790', '4224', '15379', '17247', '1840', '5958']"
2516.0,"['8074', '6880', '269', '1535']"
2517.0,"['15809', '7593', '8861', '8630', '5958', '4192', '13659', '2167', '8516']"
2518.0,[]
2520.0,"['11597', '14467', '14075', '14741', '2025', '9253', '16498', '11771', '20507', '12189']"
2521.0,"['12291', '7593', '9181', '3712', '10110', '14741', '1195', '3455', '14811', '4224']"
2522.0,"['4224', '6045', '4752', '120', '853']"
